,kickoff_time,kickoff_time_formatted,name,opponent_name,team_name,opponent_nextweek,predicted,actual
15808,2017-04-10T19:00:00Z,10 Apr 20:00,Fraizer_Campbell,Arsenal,Crystal Palace,Leicester,0.12321207,0.0
5029,2016-11-19T15:00:00Z,19 Nov 15:00,Leroy_Fer,Everton,Swansea,Crystal Palace,1.9903793,14.0
34048,2017-09-17T15:00:00Z,17 Sep 16:00,Scott_McTominay,Everton,Man United,Southampton,0.5505347,0.0
25488,2017-12-09T12:30:00Z,09 Dec 12:30,Andreas_Christensen,West Ham,Chelsea,Huddersfield,0.007218212,6.0
15348,2017-04-26T19:00:00Z,26 Apr 20:00,Bakary_Sako,Tottenham,Crystal Palace,Watford,0.07753378,1.0
30004,2017-12-30T15:00:00Z,30 Dec 15:00,Lee_Grant,Chelsea,Stoke,Newcastle,0.18018466,0.0
26639,2017-08-12T14:00:00Z,12 Aug 15:00,Nathan_Redmond,Swansea,Southampton,West Ham,1.7251389,5.0
42976,2018-02-10T15:00:00Z,10 Feb 15:00,Beni_Baningime,Crystal Palace,Everton,Watford,4.0704155,0.0
7982,2017-02-11T15:00:00Z,11 Feb 15:00,Jonathan_Calleri,West Brom,West Ham,Watford,4.643816,0.0
24401,2017-12-30T15:00:00Z,30 Dec 15:00,Kasper_Schmeichel,Liverpool,Leicester,Huddersfield,2.0040178,6.0
27852,2018-02-25T12:00:00Z,25 Feb 12:00,Ben_Davies,Crystal Palace,Tottenham,Huddersfield,4.9696107,6.0
29779,2017-09-25T19:00:00Z,25 Sep 20:00,Jake_Livermore,Arsenal,West Brom,Watford,3.0277324,0.0
40771,2017-11-28T20:00:00Z,28 Nov 20:00,Sergio_Romero,Watford,Man United,Arsenal,0.049985915,0.0
16235,2016-11-06T16:30:00Z,06 Nov 16:30,Ben_Foster,Leicester,West Brom,Burnley,0.15807274,6.0
1828,2017-05-16T18:45:00Z,16 May 19:45,Nacho_Monreal,Sunderland,Arsenal,Tottenham,0.07460317,0.0
43374,2017-09-30T14:00:00Z,30 Sep 15:00,Edimilson_Fernandes,Swansea,West Ham,Burnley,0.16400668,0.0
41271,2017-09-09T14:00:00Z,09 Sep 15:00,Sam_Field,Brighton,West Brom,West Ham,0.10530439,0.0
21343,2016-12-11T12:00:00Z,11 Dec 12:00,Craig_Dawson,Chelsea,West Brom,Swansea,4.677836,0.0
38933,2018-04-15T15:00:00Z,15 Apr 16:00,Victor_Lindelöf,West Brom,Man United,Bournemouth,0.13416633,0.0
34977,2018-02-24T15:00:00Z,24 Feb 15:00,Joe_Lolley,West Brom,Huddersfield,Tottenham,0.0045340955,0.0
37027,2018-01-22T20:00:00Z,22 Jan 20:00,Luciano_Narsingh,Liverpool,Swansea,Arsenal,3.1256428,0.0
32069,2017-10-28T14:00:00Z,28 Oct 15:00,Ederson_Santana de Moraes,West Brom,Man City,Arsenal,1.8629055,2.0
8090,2016-12-31T17:30:00Z,31 Dec 17:30,Kevin_De Bruyne,Liverpool,Man City,Burnley,0.41680795,2.0
5125,2017-04-09T15:00:00Z,09 Apr 16:00,Phil_Jagielka,Leicester,Everton,Burnley,0.27446657,11.0
31054,2018-03-31T14:00:00Z,31 Mar 15:00,Yoan_Gouffran,Huddersfield,Newcastle,Leicester,0.18698397,0.0
10880,2017-02-27T20:00:00Z,27 Feb 20:00,Andy_King,Liverpool,Leicester,Hull,2.78341,0.0
2758,2017-05-13T14:00:00Z,13 May 15:00,Thomas_Robson,Swansea,Sunderland,Chelsea,2.1151662,0.0
29459,2017-09-17T12:30:00Z,17 Sep 13:30,Damian Emiliano_Martinez,Chelsea,Arsenal,West Brom,0.5659964,0.0
31576,2018-02-03T12:30:00Z,03 Feb 12:30,Aymeric_Laporte,Burnley,Bournemouth,Leicester,2.4372072,1.0
31091,2018-05-09T19:00:00Z,09 May 20:00,Kevin_De Bruyne,Brighton,Man City,Everton,3.2707653,5.0
30835,2017-08-12T14:00:00Z,12 Aug 15:00,Steven_Davis,Swansea,Southampton,West Ham,-0.014947653,5.0
15636,2016-11-19T15:00:00Z,19 Nov 15:00,Nampalys_Mendy,Watford,Leicester,Middlesbrough,0.11823669,0.0
3765,2016-12-14T20:00:00Z,14 Dec 20:00,Cuco_Martina,Stoke,Southampton,Bournemouth,0.083304435,0.0
19524,2017-04-29T14:00:00Z,29 Apr 15:00,Sam_Field,Leicester,West Brom,Burnley,0.62638766,1.0
17162,2016-12-03T15:00:00Z,03 Dec 15:00,Ritchie_de Laet,Sunderland,Leicester,Man City,0.48112142,0.0
15994,2017-02-01T20:00:00Z,01 Feb 20:00,Anthony_Martial,Hull,Man United,Leicester,2.292677,0.0
7743,2016-12-26T12:30:00Z,26 Dec 12:30,Almen_Abdi,Crystal Palace,Watford,Tottenham,0.13397187,0.0
42587,2017-09-30T14:00:00Z,30 Sep 15:00,Yohan_Cabaye,Man United,Crystal Palace,Chelsea,0.06194079,7.0
6654,2016-12-14T19:45:00Z,14 Dec 19:45,Papy_Djilobodji,Chelsea,Sunderland,Watford,0.25012183,6.0
11380,2016-12-26T15:00:00Z,26 Dec 15:00,Josh_Robson,Man United,Sunderland,Burnley,1.3169482,0.0
5215,2017-01-21T15:00:00Z,21 Jan 15:00,Marcus_Browne,Middlesbrough,West Ham,Man City,1.7513361,0.0
19302,2016-12-14T19:45:00Z,14 Dec 19:45,David_Jones,West Ham,Burnley,Tottenham,4.85027,0.0
42869,2018-01-31T19:45:00Z,31 Jan 19:45,Steve_Sidwell,Southampton,Brighton,West Ham,0.09049207,0.0
7065,2016-12-03T15:00:00Z,03 Dec 15:00,Ahmed_Musa,Sunderland,Leicester,Man City,1.8207618,0.0
30390,2017-11-29T19:45:00Z,29 Nov 19:45,Phil_Bardsley,Bournemouth,Burnley,Leicester,3.4168158,1.0
29041,2018-04-08T15:30:00Z,08 Apr 16:30,Olivier_Giroud,West Ham,Arsenal,Southampton,0.025916368,12.0
37651,2017-09-10T12:30:00Z,10 Sep 13:30,Sullay_Kaikai,Burnley,Crystal Palace,Southampton,0.11679202,0.0
41052,2017-11-25T15:00:00Z,25 Nov 15:00,Karl_Darlow,Watford,Newcastle,West Brom,3.5861683,1.0
14267,2016-10-15T11:30:00Z,15 Oct 12:30,Pedro_Rodríguez Ledesma,Leicester,Chelsea,Man United,0.09388721,13.0
13238,2017-05-21T14:00:00Z,21 May 15:00,Emre_Can,Middlesbrough,Liverpool,0,3.63662,0.0
4393,2017-01-21T17:30:00Z,21 Jan 17:30,Ben_Davies,Man City,Tottenham,Sunderland,3.4070926,1.0
17948,2016-10-22T14:00:00Z,22 Oct 15:00,Tom_Heaton,Everton,Burnley,Man United,0.10921991,11.0
42407,2017-12-30T15:00:00Z,30 Dec 15:00,Thomas_Edwards,Chelsea,Stoke,Newcastle,1.5640767,2.0
10951,2017-02-05T16:00:00Z,05 Feb 16:00,Islam_Slimani,Man United,Leicester,Swansea,1.5460114,1.0
39294,2017-11-18T15:00:00Z,18 Nov 15:00,Roque_Mesa,Burnley,Swansea,Bournemouth,1.310354,2.0
17155,2016-10-02T13:15:00Z,02 Oct 14:15,Ritchie_de Laet,Southampton,Leicester,Chelsea,0.12006065,0.0
5541,2017-02-26T13:30:00Z,26 Feb 13:30,Mousa_Dembélé,Stoke,Tottenham,Everton,1.5610524,2.0
23967,2018-05-09T18:45:00Z,09 May 19:45,Joel_Coleman,Chelsea,Huddersfield,Everton,0.1546843,0.0
43946,2018-03-10T12:30:00Z,10 Mar 12:30,Sadio_Mané,Man United,Liverpool,Watford,2.001039,9.0
26507,2018-05-05T14:00:00Z,05 May 15:00,Vincent_Janssen,West Brom,Tottenham,Leicester,0.65150845,0.0
23304,2018-04-07T14:00:00Z,07 Apr 15:00,Markus_Suttner,Huddersfield,Brighton,Crystal Palace,0.06699285,0.0
3695,2017-01-21T15:00:00Z,21 Jan 15:00,Connor_Wickham,Everton,Crystal Palace,Bournemouth,0.1634377,0.0
39686,2017-10-22T12:30:00Z,22 Oct 13:30,David_Ospina,Everton,Arsenal,Swansea,2.5375166,0.0
29405,2017-08-12T14:00:00Z,12 Aug 15:00,Artur_Boruc,West Brom,Bournemouth,Watford,0.12140602,0.0
6529,2017-01-31T19:45:00Z,31 Jan 19:45,Julian_Speroni,Bournemouth,Crystal Palace,Sunderland,5.3773155,0.0
37222,2018-02-24T12:30:00Z,24 Feb 12:30,Mame Biram_Diouf,Leicester,Stoke,Southampton,1.9515778,1.0
26680,2017-09-09T11:30:00Z,09 Sep 12:30,Kyle_Walker,Liverpool,Man City,Watford,0.07969484,10.0
16420,2017-03-18T15:00:00Z,18 Mar 15:00,Molla_Wagué,West Ham,Burnley,Stoke,1.5735579,0.0
37592,2017-12-18T20:00:00Z,18 Dec 20:00,Jordan_Pickford,Swansea,Everton,Chelsea,0.8803977,9.0
30010,2018-02-10T15:00:00Z,10 Feb 15:00,Lee_Grant,Brighton,Stoke,Leicester,1.4847968,0.0
24038,2018-03-31T14:00:00Z,31 Mar 15:00,Chris_Löwe,Newcastle,Huddersfield,Brighton,4.049253,0.0
11325,2017-05-01T19:00:00Z,01 May 20:00,James_Milner,Watford,Liverpool,Southampton,0.528358,1.0
25667,2018-01-13T15:00:00Z,13 Jan 15:00,Troy_Deeney,Southampton,Watford,Leicester,0.01802072,2.0
34628,2017-12-30T15:00:00Z,30 Dec 15:00,Ben_Mee,Huddersfield,Burnley,Liverpool,3.1121054,1.0
3738,2017-03-04T15:00:00Z,04 Mar 15:00,Noor_Husin,West Brom,Crystal Palace,Tottenham,0.10613546,0.0
7572,2017-05-13T14:00:00Z,13 May 15:00,Adam_Federici,Burnley,Bournemouth,Leicester,0.06855598,0.0
10600,2017-03-19T12:00:00Z,19 Mar 12:00,Ashley_Young,Middlesbrough,Man United,West Brom,0.48585188,3.0
7990,2017-04-15T14:00:00Z,15 Apr 15:00,Jonathan_Calleri,Sunderland,West Ham,Everton,0.082932055,2.0
4744,2017-01-31T19:45:00Z,31 Jan 19:45,Nabil_Bentaleb,Sunderland,Tottenham,Middlesbrough,0.038382024,0.0
43331,2017-08-21T19:00:00Z,21 Aug 20:00,Bernardo Mota_Veiga de Carvalho e Silva,Everton,Man City,Bournemouth,0.050720394,2.0
44370,2018-02-24T15:00:00Z,24 Feb 15:00,Oliver_Burke,Huddersfield,West Brom,Watford,0.85699517,1.0
44671,2017-12-23T15:00:00Z,23 Dec 15:00,Angelo_Ogbonna,Newcastle,West Ham,Bournemouth,0.032890946,0.0
28635,2017-12-02T15:00:00Z,02 Dec 15:00,Mousa_Dembélé,Watford,Tottenham,Stoke,1.719185,1.0
17077,2016-09-17T14:00:00Z,17 Sep 15:00,Rob_Holding,Hull,Arsenal,Chelsea,0.035623938,0.0
29885,2017-10-21T14:00:00Z,21 Oct 15:00,Charlie_Daniels,Stoke,Bournemouth,Chelsea,2.4692283,2.0
34423,2018-04-28T14:00:00Z,28 Apr 15:00,Grzegorz_Krychowiak,Newcastle,West Brom,Tottenham,2.1674442,1.0
30688,2017-09-23T14:00:00Z,23 Sep 15:00,Adam_Federici,Everton,Bournemouth,Leicester,2.0595655,0.0
12911,2016-10-22T11:30:00Z,22 Oct 12:30,Kieran_Trippier,Bournemouth,Tottenham,Leicester,4.0254393,0.0
24019,2017-11-26T16:00:00Z,26 Nov 16:00,Chris_Löwe,Man City,Huddersfield,Arsenal,3.112154,0.0
30689,2017-09-30T14:00:00Z,30 Sep 15:00,Adam_Federici,Leicester,Bournemouth,Tottenham,2.5833628,0.0
28836,2017-12-31T16:30:00Z,31 Dec 16:30,Matt_Macey,West Brom,Arsenal,Chelsea,3.4461756,0.0
7354,2017-01-21T15:00:00Z,21 Jan 15:00,Julien_Ngoy,Man United,Stoke,Everton,0.082538515,1.0
576,2017-01-31T19:45:00Z,31 Jan 19:45,Theo_Walcott,Watford,Arsenal,Chelsea,0.037653446,2.0
4796,2017-05-13T14:00:00Z,13 May 15:00,Ashley_Barnes,Bournemouth,Burnley,West Ham,0.4629765,1.0
23169,2017-10-01T13:15:00Z,01 Oct 14:15,Davy_Klaassen,Burnley,Everton,Brighton,0.17169502,0.0
4265,2016-09-24T14:00:00Z,24 Sep 15:00,Emilio_Nsue Lopez,Tottenham,Middlesbrough,West Ham,0.57523257,0.0
4379,2016-10-15T14:00:00Z,15 Oct 15:00,Ben_Davies,West Brom,Tottenham,Bournemouth,0.048905134,0.0
25055,2017-11-04T15:00:00Z,04 Nov 15:00,Harry_Bunn,West Brom,Huddersfield,Bournemouth,4.344653,0.0
36205,2017-12-17T16:30:00Z,17 Dec 16:30,Georginio_Wijnaldum,Bournemouth,Liverpool,Arsenal,1.9654443,1.0
8960,2016-08-27T14:00:00Z,27 Aug 15:00,Alex_McCarthy,Sunderland,Southampton,Arsenal,0.28586075,0.0
33717,2017-10-14T14:00:00Z,14 Oct 15:00,Angel_Rangel,Huddersfield,Swansea,Leicester,2.249277,0.0
33966,2018-05-06T12:30:00Z,06 May 13:30,Sean_Scannell,Man City,Huddersfield,Arsenal,0.087613076,0.0
35775,2018-04-30T19:00:00Z,30 Apr 20:00,Kieran_Trippier,Watford,Tottenham,West Brom,1.0843091,2.0
41656,2017-08-26T14:00:00Z,26 Aug 15:00,Stuart_Taylor,Huddersfield,Southampton,Watford,-0.0016893148,0.0
5836,2016-12-31T15:00:00Z,31 Dec 15:00,Elliot_Embleton,Burnley,Sunderland,Liverpool,0.04184848,0.0
15373,2016-12-10T15:00:00Z,10 Dec 15:00,Jordan_Pickford,Swansea,Sunderland,Chelsea,2.1667337,3.0
34996,2017-10-22T12:30:00Z,22 Oct 13:30,Sead_Kolasinac,Everton,Arsenal,Swansea,0.96829635,14.0
26415,2018-01-02T19:45:00Z,02 Jan 19:45,Kyle_Bartley,Tottenham,Swansea,Newcastle,0.2983169,1.0
1042,2017-04-29T14:00:00Z,29 Apr 15:00,Brendan_Galloway,Leicester,West Brom,Swansea,3.0468078,0.0
7675,2017-04-27T19:00:00Z,27 Apr 20:00,Daley_Blind,Man City,Man United,Bournemouth,0.11439699,0.0
32983,2018-01-20T15:00:00Z,20 Jan 15:00,Robert_Huth,Watford,Leicester,Everton,0.015922725,0.0
2315,2017-02-12T13:30:00Z,12 Feb 13:30,Daniel_Lafferty,Chelsea,Burnley,Hull,1.8794266,0.0
5847,2017-04-01T14:00:00Z,01 Apr 15:00,Elliot_Embleton,Watford,Sunderland,Leicester,0.8914975,0.0
43158,2017-12-22T19:45:00Z,22 Dec 19:45,Mohamed_Elneny,Liverpool,Arsenal,Crystal Palace,2.2773194,0.0
16274,2016-11-19T15:00:00Z,19 Nov 15:00,Damien_Delaney,Man City,Crystal Palace,Swansea,0.10972518,0.0
33819,2018-01-20T12:30:00Z,20 Jan 12:30,Dujon_Sterling,Brighton,Arsenal,Bournemouth,0.06268081,0.0
38472,2017-12-30T15:00:00Z,30 Dec 15:00,Dale_Stephens,Newcastle,Brighton,Bournemouth,0.20980433,2.0
32991,2018-03-31T14:00:00Z,31 Mar 15:00,Robert_Huth,Brighton,Leicester,Newcastle,0.095781386,0.0
14914,2016-12-10T12:30:00Z,10 Dec 12:30,Brice_Dja Djédjé,Everton,Watford,Man City,0.5372034,0.0
2326,2017-05-06T14:00:00Z,06 May 15:00,Daniel_Lafferty,West Brom,Burnley,Bournemouth,2.2822237,0.0
588,2017-04-30T15:30:00Z,30 Apr 16:30,Theo_Walcott,Tottenham,Arsenal,Man United,2.3284574,0.0
35135,2018-04-14T14:00:00Z,14 Apr 15:00,Tom_Davies,Swansea,Everton,Newcastle,2.796446,1.0
27688,2018-03-31T14:00:00Z,31 Mar 15:00,Benik_Afobe,Watford,Bournemouth,Crystal Palace,0.032672703,0.0
4673,2017-05-17T18:45:00Z,17 May 19:45,Dusan_Tadic,Man United,Southampton,Tottenham,0.10677308,2.0
34180,2018-01-31T20:00:00Z,31 Jan 20:00,Kyle_Walker-Peters,Man United,Tottenham,Liverpool,1.1866767,0.0
21549,2017-04-01T14:00:00Z,01 Apr 15:00,Michel_Vorm,Burnley,Tottenham,Swansea,3.1837416,2.0
23969,2018-05-06T12:30:00Z,06 May 13:30,Joel_Coleman,Man City,Huddersfield,Arsenal,6.7782884,0.0
17249,2016-08-20T14:00:00Z,20 Aug 15:00,James_Tarkowski,Liverpool,Burnley,Chelsea,2.51904,0.0
510,2017-04-17T19:00:00Z,17 Apr 20:00,Aaron_Ramsey,Middlesbrough,Arsenal,Sunderland,0.14252323,3.0
3816,2016-11-27T14:15:00Z,27 Nov 14:15,Francis_Coquelin,Bournemouth,Arsenal,West Ham,0.12060812,1.0
21151,2017-04-26T19:00:00Z,26 Apr 20:00,Steve_Mandanda,Tottenham,Crystal Palace,Watford,0.060923547,0.0
39890,2018-04-07T14:00:00Z,07 Apr 15:00,Pascal_Groß,Huddersfield,Brighton,Crystal Palace,0.13507912,2.0
20504,2016-12-10T17:30:00Z,10 Dec 17:30,Riyad_Mahrez,Man City,Leicester,Bournemouth,0.17647958,2.0
17734,2016-08-13T14:00:00Z,13 Aug 15:00,Danny_Rose,Everton,Tottenham,Crystal Palace,3.2850358,6.0
34269,2018-05-08T18:45:00Z,08 May 19:45,Maya_Yoshida,Swansea,Southampton,West Ham,3.519928,0.0
12722,2017-02-12T13:30:00Z,12 Feb 13:30,Victor_Moses,Burnley,Chelsea,Swansea,6.002038,2.0
13296,2016-10-01T14:00:00Z,01 Oct 15:00,Gastón_Ramírez,West Ham,Middlesbrough,Watford,0.10603681,1.0
12317,2016-12-10T15:00:00Z,10 Dec 15:00,Aiden_O'Neill,Bournemouth,Burnley,West Ham,0.1816614,0.0
40785,2018-02-25T14:05:00Z,25 Feb 14:05,Sergio_Romero,Chelsea,Man United,Crystal Palace,3.0759137,0.0
42794,2018-02-04T14:15:00Z,04 Feb 14:15,Ayoze_Pérez,Crystal Palace,Newcastle,Man United,3.465881,2.0
17282,2017-04-29T16:30:00Z,29 Apr 17:30,James_Tarkowski,Crystal Palace,Burnley,West Brom,0.5140744,1.0
15770,2017-04-08T16:30:00Z,08 Apr 17:30,Dan_Gosling,Chelsea,Bournemouth,Tottenham,5.091756,0.0
42961,2017-11-18T15:00:00Z,18 Nov 15:00,Beni_Baningime,Crystal Palace,Everton,Southampton,0.18704039,0.0
29486,2018-04-01T12:30:00Z,01 Apr 13:30,Damian Emiliano_Martinez,Stoke,Arsenal,Southampton,-0.002183497,0.0
36626,2017-08-27T15:00:00Z,27 Aug 16:00,Joseph_Gomez,Arsenal,Liverpool,Man City,0.96640545,0.0
40803,2017-10-16T19:00:00Z,16 Oct 20:00,Marc_Albrighton,West Brom,Leicester,Swansea,0.12934679,2.0
18078,2017-03-08T20:00:00Z,08 Mar 20:00,Peter_Crouch,Man City,Stoke,Chelsea,2.6178677,1.0
15906,2016-11-06T14:15:00Z,06 Nov 14:15,Marko_Grujic,Watford,Liverpool,Southampton,0.7188214,0.0
36056,2017-12-30T15:00:00Z,30 Dec 15:00,Ethan_Ampadu,Stoke,Chelsea,Arsenal,0.32427406,0.0
37074,2018-04-07T11:30:00Z,07 Apr 12:30,Matthew_Pennington,Liverpool,Everton,Swansea,3.7893133,0.0
6178,2017-01-21T15:00:00Z,21 Jan 15:00,Junior_Stanislas,Watford,Bournemouth,Crystal Palace,2.239386,2.0
41269,2017-08-19T14:00:00Z,19 Aug 15:00,Sam_Field,Burnley,West Brom,Stoke,-0.00762707,0.0
24666,2017-09-23T14:00:00Z,23 Sep 15:00,Younes_Kaboul,Swansea,Watford,West Brom,2.2005925,0.0
24906,2017-11-29T19:45:00Z,29 Nov 19:45,Carl_Jenkinson,Huddersfield,Arsenal,Man United,1.2541544,0.0
20747,2017-04-08T14:00:00Z,08 Apr 15:00,Thomas_Edwards,Liverpool,Man United,Hull,0.8506979,0.0
38090,2018-01-31T20:00:00Z,31 Jan 20:00,Anthony_Martial,Tottenham,Man United,Huddersfield,0.038102478,1.0
44073,2018-01-21T16:00:00Z,21 Jan 16:00,Davinson_Sánchez,Southampton,Tottenham,Man United,0.5969959,6.0
35043,2017-12-16T15:00:00Z,16 Dec 15:00,Matthew_Lowton,Brighton,Burnley,Tottenham,0.14128572,0.0
20450,2016-12-17T17:30:00Z,17 Dec 17:30,Boaz_Myhill,Man United,West Brom,Arsenal,2.911608,0.0
40698,2017-12-09T15:00:00Z,09 Dec 15:00,Andrew_Surman,Crystal Palace,Bournemouth,Man United,2.203949,0.0
39743,2018-02-24T12:30:00Z,24 Feb 12:30,Peter_Crouch,Leicester,Stoke,Southampton,0.09244043,1.0
23571,2017-09-23T14:00:00Z,23 Sep 15:00,Charlie_Austin,Man United,Southampton,Stoke,1.670417,1.0
17597,2016-10-22T14:00:00Z,22 Oct 15:00,Mark_Noble,Sunderland,West Ham,Everton,0.048998713,2.0
15740,2016-08-21T15:00:00Z,21 Aug 16:00,Dan_Gosling,West Ham,Bournemouth,Crystal Palace,0.16921625,1.0
12225,2017-05-06T14:00:00Z,06 May 15:00,Kane_Wilson,Burnley,West Brom,Chelsea,0.6311622,0.0
31529,2018-03-17T15:00:00Z,17 Mar 15:00,Matt_Phillips,Bournemouth,West Brom,Burnley,0.21192068,1.0
32641,2018-01-20T12:30:00Z,20 Jan 12:30,Fikayo_Tomori,Brighton,Chelsea,Bournemouth,0.46703106,0.0
12876,2016-11-21T20:00:00Z,21 Nov 20:00,Nacer_Chadli,Burnley,West Brom,Hull,0.22465071,1.0
16263,2016-08-13T14:00:00Z,13 Aug 15:00,Damien_Delaney,West Brom,Crystal Palace,Tottenham,0.2192074,6.0
27392,2018-02-24T15:00:00Z,24 Feb 15:00,Jiri_Skalak,Swansea,Brighton,Arsenal,0.045077056,0.0
3315,2016-10-22T14:00:00Z,22 Oct 15:00,Modou_Barrow,Watford,Swansea,Stoke,4.3866787,2.0
26920,2017-10-21T14:00:00Z,21 Oct 15:00,Sam_Clucas,Leicester,Swansea,Arsenal,0.15683445,7.0
4426,2017-01-02T15:00:00Z,02 Jan 15:00,Aleix_García Serrano,Burnley,Man City,Everton,0.18993527,0.0
8885,2016-09-11T15:00:00Z,11 Sep 16:00,Leon_Britton,Chelsea,Swansea,Southampton,2.9608297,0.0
15211,2016-08-21T12:30:00Z,21 Aug 13:30,Lee_Cattermole,Middlesbrough,Sunderland,Southampton,1.7772477,0.0
2264,2016-11-21T20:00:00Z,21 Nov 20:00,Cristian_Gamboa,Burnley,West Brom,Hull,0.07353631,0.0
25618,2018-04-01T15:00:00Z,01 Apr 16:00,Victor_Wanyama,Chelsea,Tottenham,Stoke,0.8703172,2.0
24744,2017-10-14T14:00:00Z,14 Oct 15:00,Erik_Pieters,Man City,Stoke,Bournemouth,2.1608963,1.0
39405,2017-10-21T16:30:00Z,21 Oct 17:30,Gareth_Barry,Southampton,West Brom,Man City,0.25722373,8.0
26834,2018-03-17T15:00:00Z,17 Mar 15:00,Rajiv_van La Parra,Crystal Palace,Huddersfield,Newcastle,3.649469,2.0
26209,2017-12-23T15:00:00Z,23 Dec 15:00,Adrian_Mariappa,Brighton,Watford,Leicester,0.18993527,0.0
2778,2016-12-30T20:00:00Z,30 Dec 20:00,Aaron_Lennon,Hull,Everton,Southampton,2.1530628,3.0
14407,2017-04-30T11:00:00Z,30 Apr 12:00,Stephen_Kingsley,Man United,Swansea,Everton,1.9033285,0.0
5789,2017-03-12T16:00:00Z,12 Mar 16:00,Alberto_Moreno,Burnley,Liverpool,Man City,2.7694561,0.0
29425,2017-12-30T15:00:00Z,30 Dec 15:00,Artur_Boruc,Everton,Bournemouth,Brighton,2.581362,0.0
18993,2017-01-04T20:00:00Z,04 Jan 20:00,Juan_Cuadrado,Tottenham,Chelsea,Leicester,0.08851659,0.0
2259,2016-10-01T14:00:00Z,01 Oct 15:00,Cristian_Gamboa,Sunderland,West Brom,Tottenham,0.9690333,0.0
34451,2018-03-31T14:00:00Z,31 Mar 15:00,Josh_Cullen,Southampton,Newcastle,Chelsea,0.029564291,1.0
25357,2018-05-06T15:30:00Z,06 May 16:30,Trent_Alexander-Arnold,Chelsea,Liverpool,Brighton,1.12094,6.0
43616,2018-02-04T16:30:00Z,04 Feb 16:30,Danny_Ward,Tottenham,Liverpool,Southampton,0.26288277,0.0
29836,2018-01-31T20:00:00Z,31 Jan 20:00,Kurt_Zouma,Watford,Stoke,Bournemouth,0.14900973,1.0
29141,2017-12-23T17:30:00Z,23 Dec 17:30,Jeff_Hendrick,Tottenham,Burnley,Man United,2.604124,2.0
36440,2017-09-30T14:00:00Z,30 Sep 15:00,Craig_Cathcart,West Brom,Watford,Arsenal,0.17928618,0.0
28542,2018-04-29T13:15:00Z,29 Apr 14:15,James_Collins,Man City,West Ham,Leicester,2.1024823,0.0
37133,2017-12-09T12:30:00Z,09 Dec 12:30,Marko_Arnautovic,Chelsea,West Ham,Arsenal,0.70061034,3.0
33196,2018-04-08T15:30:00Z,08 Apr 16:30,Arthur_Masuaku,Chelsea,West Ham,Stoke,0.74079156,2.0
27458,2017-12-26T12:30:00Z,26 Dec 12:30,Tashan_Oakley-Boothe,Southampton,Tottenham,West Ham,2.0174031,0.0
13215,2016-12-11T16:30:00Z,11 Dec 16:30,Emre_Can,West Ham,Liverpool,Middlesbrough,2.2738743,0.0
11377,2016-12-10T15:00:00Z,10 Dec 15:00,Josh_Robson,Swansea,Sunderland,Chelsea,2.0764337,0.0
6935,2017-05-07T15:00:00Z,07 May 16:00,Michael_Carrick,Arsenal,Man United,Tottenham,0.1127035,2.0
14316,2016-12-31T15:00:00Z,31 Dec 15:00,Bastian_Schweinsteiger,Middlesbrough,Man United,West Ham,2.2259755,0.0
13239,2016-08-14T12:30:00Z,14 Aug 13:30,Marcos_Rojo,Bournemouth,Man United,Southampton,1.3921068,0.0
7208,2016-09-17T14:00:00Z,17 Sep 15:00,Curtis_Davies,Arsenal,Hull,Liverpool,-0.024455369,0.0
29528,2018-04-28T14:00:00Z,28 Apr 15:00,Glenn_Murray,Burnley,Brighton,Man United,2.6884222,1.0
37493,2018-04-08T15:30:00Z,08 Apr 16:30,Marcos_Alonso,West Ham,Chelsea,Southampton,1.9568115,4.0
15884,2017-03-05T16:00:00Z,05 Mar 16:00,Joleon_Lescott,Man City,Liverpool,Middlesbrough,1.5734451,0.0
30101,2017-09-09T16:30:00Z,09 Sep 17:30,Michael_Carrick,Stoke,Man United,Everton,3.867382,0.0
2065,2017-05-21T14:00:00Z,21 May 15:00,Jordi_Amat,West Brom,Swansea,0,0.07744166,0.0
36787,2017-11-18T15:00:00Z,18 Nov 15:00,Gary_Cahill,West Brom,Chelsea,Liverpool,0.12407994,2.0
4301,2016-09-24T14:00:00Z,24 Sep 15:00,Javier_Manquillo,Crystal Palace,Sunderland,West Brom,0.1424712,2.0
14754,2016-10-01T14:00:00Z,01 Oct 15:00,Adama_Diomande,Chelsea,Hull,Bournemouth,2.2509303,1.0
20351,2017-04-08T14:00:00Z,08 Apr 15:00,Nathan_Dyer,West Ham,Swansea,Watford,0.030574381,0.0
42475,2018-01-01T15:00:00Z,01 Jan 15:00,Julien_Ngoy,Newcastle,Stoke,Man United,0.40432864,0.0
31578,2018-03-01T19:45:00Z,01 Mar 19:45,Aymeric_Laporte,Arsenal,Bournemouth,Chelsea,1.6424086,7.0
39328,2017-10-14T16:30:00Z,14 Oct 17:30,Isaac_Success,Arsenal,Watford,Chelsea,0.023818374,0.0
27967,2018-03-04T13:30:00Z,04 Mar 13:30,Shkodran_Mustafi,Brighton,Arsenal,Watford,0.022061646,12.0
6836,2016-11-27T12:00:00Z,27 Nov 12:00,Lee_Grant,Watford,Stoke,Burnley,0.36741218,8.0
24297,2018-05-08T18:45:00Z,08 May 19:45,Jefferson_Montero,Southampton,Swansea,Man United,2.352848,0.0
