,kickoff_time,kickoff_time_formatted,name,opponent_name,team_name,opponent_nextweek,predicted,actual
9566,2017-02-05T13:30:00Z,05 Feb 13:30,Oluwatosin_Adarabioyo,Swansea,Man City,Bournemouth,0.1242643,0.0
37163,2017-09-30T14:00:00Z,30 Sep 15:00,Daley_Blind,Crystal Palace,Man United,Liverpool,0.046527207,0.0
16617,2016-08-13T14:00:00Z,13 Aug 15:00,Lukas_Jutkiewicz,Swansea,Burnley,Liverpool,2.370376,1.0
2178,2016-08-20T14:00:00Z,20 Aug 15:00,Miguel_Britos,Chelsea,Watford,Arsenal,0.9149586,0.0
13850,2016-10-23T12:30:00Z,23 Oct 13:30,Gaël_Clichy,Southampton,Man City,West Brom,1.8100147,0.0
12339,2017-05-13T14:00:00Z,13 May 15:00,Aiden_O'Neill,Bournemouth,Burnley,West Ham,1.3018224,0.0
36867,2017-12-09T12:30:00Z,09 Dec 12:30,Diafra_Sakho,Chelsea,West Ham,Arsenal,0.24928835,0.0
27538,2018-04-14T11:30:00Z,14 Apr 12:30,Guido_Carrillo,Chelsea,Crystal Palace,Leicester,1.2197754,0.0
20764,2016-11-06T15:00:00Z,06 Nov 15:00,Paul_Pogba,Swansea,Man United,Arsenal,0.60108066,2.0
29562,2018-03-31T14:00:00Z,31 Mar 15:00,Daniel_Amartey,Brighton,Leicester,Newcastle,3.3384638,0.0
43628,2018-05-13T14:00:00Z,13 May 15:00,Danny_Ward,Brighton,Liverpool,0,1.0836427,0.0
30090,2018-03-17T15:00:00Z,17 Mar 15:00,Chung-yong_Lee,Huddersfield,Crystal Palace,Liverpool,2.769443,0.0
30475,2018-04-28T14:00:00Z,28 Apr 15:00,Hamza_Choudhury,Crystal Palace,Leicester,West Ham,0.024751335,2.0
1720,2016-08-20T14:00:00Z,20 Aug 15:00,Younes_Kaboul,Chelsea,Watford,Arsenal,1.9610189,1.0
6648,2016-10-29T11:30:00Z,29 Oct 12:30,Papy_Djilobodji,Arsenal,Sunderland,Bournemouth,1.1085787,2.0
23332,2018-01-15T20:00:00Z,15 Jan 20:00,Marouane_Fellaini,Stoke,Man United,Burnley,2.6361158,1.0
24343,2017-08-12T14:00:00Z,12 Aug 15:00,Claudio_Yacob,Bournemouth,West Brom,Burnley,1.1590319,0.0
25587,2017-08-13T12:30:00Z,13 Aug 13:30,Victor_Wanyama,Newcastle,Tottenham,Chelsea,0.14648077,2.0
1618,2016-12-04T16:00:00Z,04 Dec 16:00,Romelu_Lukaku,Man United,Everton,Watford,3.6761658,12.0
21754,2016-10-22T14:00:00Z,22 Oct 15:00,Heurelho_Gomes,Swansea,Watford,Hull,1.7323436,6.0
27285,2018-04-23T19:00:00Z,23 Apr 20:00,Christian_Atsu,Everton,Newcastle,West Brom,0.08531788,0.0
21268,2017-04-05T19:00:00Z,05 Apr 20:00,Mario_Balotelli,Bournemouth,Liverpool,Stoke,0.32239598,0.0
22534,2016-12-03T17:30:00Z,03 Dec 17:30,Darren_Randolph,Arsenal,West Ham,Liverpool,0.3406312,1.0
30126,2018-03-05T20:00:00Z,05 Mar 20:00,Michael_Carrick,Crystal Palace,Man United,Liverpool,5.4045997,0.0
16967,2016-10-22T14:00:00Z,22 Oct 15:00,Dael_Fry,Arsenal,Middlesbrough,Bournemouth,0.023269504,0.0
32289,2017-08-27T12:30:00Z,27 Aug 13:30,Willy_Caballero,Everton,Chelsea,Leicester,2.1787472,0.0
39002,2018-02-10T15:00:00Z,10 Feb 15:00,Nick_Pope,Swansea,Burnley,Southampton,0.2941901,3.0
16049,2017-02-11T15:00:00Z,11 Feb 15:00,Håvard_Nordtveit,West Brom,West Ham,Watford,0.21783471,0.0
1831,2017-05-13T16:30:00Z,13 May 17:30,Nacho_Monreal,Stoke,Arsenal,Everton,2.6227028,2.0
5119,2017-02-25T15:00:00Z,25 Feb 15:00,Phil_Jagielka,Sunderland,Everton,Tottenham,1.6881026,0.0
31602,2017-08-12T14:00:00Z,12 Aug 15:00,Jay_Rodriguez,Bournemouth,West Brom,Burnley,0.18717495,2.0
25632,2018-02-05T20:00:00Z,05 Feb 20:00,Michael_Folivi,Chelsea,Watford,West Ham,0.110302985,0.0
22491,2016-10-22T16:30:00Z,22 Oct 17:30,Rickie_Lambert,Liverpool,West Brom,Man City,0.1763103,0.0
24287,2017-12-30T15:00:00Z,30 Dec 15:00,Jefferson_Montero,Watford,Swansea,Tottenham,2.3328762,0.0
1387,2016-08-20T14:00:00Z,20 Aug 15:00,Joseph_Gomez,Burnley,Liverpool,Tottenham,0.16590378,0.0
12716,2016-12-31T15:00:00Z,31 Dec 15:00,Victor_Moses,Stoke,Chelsea,Tottenham,1.1270357,2.0
37683,2018-04-28T14:00:00Z,28 Apr 15:00,Sullay_Kaikai,Leicester,Crystal Palace,Stoke,0.048890293,0.0
13074,2016-12-11T12:00:00Z,11 Dec 12:00,Marco_Van Ginkel,West Brom,Chelsea,Sunderland,2.361137,0.0
19983,2016-10-02T11:00:00Z,02 Oct 12:00,Zlatan_Ibrahimovic,Stoke,Man United,Liverpool,1.0238113,1.0
8016,2017-01-15T16:00:00Z,15 Jan 16:00,Henrikh_Mkhitaryan,Liverpool,Man United,Stoke,2.2408566,2.0
2918,2017-05-21T14:00:00Z,21 May 15:00,Phil_Jones,Crystal Palace,Man United,0,0.084341615,0.0
14127,2017-01-03T19:45:00Z,03 Jan 19:45,Santiago_Cazorla,Bournemouth,Arsenal,Swansea,0.29562998,0.0
2737,2016-12-14T19:45:00Z,14 Dec 19:45,Thomas_Robson,Chelsea,Sunderland,Watford,0.23710844,0.0
32562,2017-12-30T15:00:00Z,30 Dec 15:00,Anders_Lindegaard,Huddersfield,Burnley,Liverpool,0.05875945,0.0
3341,2017-04-30T11:00:00Z,30 Apr 12:00,Modou_Barrow,Man United,Swansea,Everton,1.504197,0.0
44508,2018-02-24T17:30:00Z,24 Feb 17:30,James_McCarthy,Watford,Everton,Burnley,0.13685599,0.0
31826,2017-08-26T14:00:00Z,26 Aug 15:00,Abdoulaye_Doucouré,Brighton,Watford,Southampton,0.19238445,11.0
17436,2017-04-30T11:00:00Z,30 Apr 12:00,Neil_Taylor,Man United,Swansea,Everton,1.1490474,0.0
1273,2016-08-20T14:00:00Z,20 Aug 15:00,Simon_Mignolet,Burnley,Liverpool,Tottenham,1.9621865,3.0
19979,2016-08-27T16:30:00Z,27 Aug 17:30,Zlatan_Ibrahimovic,Hull,Man United,Man City,2.523329,5.0
28473,2017-09-16T11:30:00Z,16 Sep 12:30,Pape_Souaré,Southampton,Crystal Palace,Man City,2.6837282,0.0
37239,2017-09-30T14:00:00Z,30 Sep 15:00,Glen_Johnson,Southampton,Stoke,Man City,2.5400689,0.0
29279,2017-12-03T13:30:00Z,03 Dec 13:30,Junior_Stanislas,Southampton,Bournemouth,Crystal Palace,3.048568,2.0
3946,2017-03-11T15:00:00Z,11 Mar 15:00,Tyrone_Mings,West Ham,Bournemouth,Swansea,2.2556121,0.0
3433,2016-12-14T20:00:00Z,14 Dec 20:00,David_Marshall,Tottenham,Hull,West Ham,0.7491466,3.0
29089,2017-09-16T14:00:00Z,16 Sep 15:00,Kieran_Gibbs,West Ham,West Brom,Arsenal,0.05114636,1.0
40411,2018-01-02T19:45:00Z,02 Jan 19:45,Moses_Makasi,West Brom,West Ham,Huddersfield,2.4716523,0.0
32778,2017-10-21T14:00:00Z,21 Oct 15:00,Marc_Muniesa,Bournemouth,Stoke,Watford,0.21703297,0.0
21873,2016-12-11T14:15:00Z,11 Dec 14:15,Fabio Pereira_da Silva,Southampton,Middlesbrough,Liverpool,2.3645623,1.0
40937,2018-02-24T15:00:00Z,24 Feb 15:00,Mohamed_Salah,West Ham,Liverpool,Newcastle,0.33482614,8.0
17934,2017-04-15T14:00:00Z,15 Apr 15:00,Andrea_Ranocchia,Stoke,Bournemouth,Watford,2.7981753,8.0
27514,2018-05-13T14:00:00Z,13 May 15:00,Nahki_Wells,Bournemouth,Burnley,0,0.4749132,0.0
38310,2018-01-01T15:00:00Z,01 Jan 15:00,Harry_Souttar,Newcastle,Stoke,Man United,2.8204772,0.0
41501,2018-04-28T14:00:00Z,28 Apr 15:00,Sam_Baldock,Burnley,Brighton,Man United,1.4928527,0.0
451,2016-11-19T15:00:00Z,19 Nov 15:00,Charlie_Austin,Liverpool,Southampton,Everton,0.9204091,9.0
33705,2018-04-14T14:00:00Z,14 Apr 15:00,Philip_Billing,Watford,Huddersfield,Chelsea,0.7440063,2.0
1429,2016-12-10T12:30:00Z,10 Dec 12:30,Dominic_Calvert-Lewin,Watford,Everton,Arsenal,0.1720202,1.0
15728,2017-04-26T18:45:00Z,26 Apr 19:45,Duncan_Watmore,Middlesbrough,Sunderland,Burnley,6.12579,0.0
25471,2018-05-05T14:00:00Z,05 May 15:00,Miguel_Britos,Newcastle,Watford,Man United,0.3842491,0.0
39221,2017-12-02T12:30:00Z,02 Dec 12:30,Jonjo_Shelvey,Chelsea,Newcastle,Leicester,2.6540563,0.0
43475,2018-03-31T11:30:00Z,31 Mar 12:30,Adam_Lallana,Crystal Palace,Liverpool,Everton,0.29883665,0.0
35663,2018-01-14T16:00:00Z,14 Jan 16:00,Ragnar_Klavan,Man City,Liverpool,Swansea,-0.04843241,0.0
38725,2018-04-28T14:00:00Z,28 Apr 15:00,Kevin_Long,Brighton,Burnley,Arsenal,0.098933935,0.0
8694,2017-04-16T12:30:00Z,16 Apr 13:30,Matt_Phillips,Liverpool,West Brom,Man City,3.55242,0.0
5871,2016-12-14T20:00:00Z,14 Dec 20:00,Jose Angel_Esmoris Tasende,Watford,Man City,Arsenal,4.817897,0.0
4853,2016-12-28T19:45:00Z,28 Dec 19:45,Virgil_van Dijk,Tottenham,Southampton,West Brom,2.6625664,-2.0
34488,2018-04-07T14:00:00Z,07 Apr 15:00,Florent_Hadergjonaj,Brighton,Huddersfield,Watford,2.826301,6.0
17925,2017-02-04T15:00:00Z,04 Feb 15:00,Andrea_Ranocchia,Liverpool,Bournemouth,Arsenal,2.629456,0.0
41793,2017-11-25T17:30:00Z,25 Nov 17:30,Andrew_Robertson,Chelsea,Liverpool,Stoke,1.5241282,0.0
12864,2017-05-21T14:00:00Z,21 May 15:00,Ragnar_Klavan,Middlesbrough,Liverpool,0,2.5669067,0.0
6630,2017-04-02T12:30:00Z,02 Apr 13:30,Bafétimbi_Gomis,Middlesbrough,Swansea,Tottenham,0.047070563,0.0
32724,2018-05-09T19:00:00Z,09 May 20:00,Connor_Goldson,Man City,Brighton,Leicester,0.928504,0.0
15074,2017-05-15T19:00:00Z,15 May 20:00,Valon_Behrami,Chelsea,Watford,Crystal Palace,0.123470634,1.0
42925,2017-09-16T14:00:00Z,16 Sep 15:00,Jacob_Murphy,Stoke,Newcastle,Brighton,2.400442,0.0
8811,2017-05-13T14:00:00Z,13 May 15:00,George_Friend,Southampton,Middlesbrough,Liverpool,1.2283171,1.0
3177,2016-09-24T14:00:00Z,24 Sep 15:00,Eldin_Jakupovic,Liverpool,Hull,Chelsea,1.8496481,0.0
15660,2017-05-06T14:00:00Z,06 May 15:00,Nampalys_Mendy,Watford,Leicester,Man City,0.5297126,0.0
22404,2017-05-05T19:00:00Z,05 May 20:00,Manuel_Lanzini,Tottenham,West Ham,Liverpool,0.056514114,2.0
29116,2018-03-31T14:00:00Z,31 Mar 15:00,Kieran_Gibbs,Burnley,West Brom,Swansea,0.042754203,2.0
21923,2017-03-04T15:00:00Z,04 Mar 15:00,Allan-Roméo_Nyom,Crystal Palace,West Brom,Everton,0.88738465,1.0
17369,2016-09-24T14:00:00Z,24 Sep 15:00,Mile_Jedinak,Sunderland,Crystal Palace,Everton,3.2065673,0.0
28199,2017-12-17T16:30:00Z,17 Dec 16:30,Max_Gradel,Liverpool,Bournemouth,Man City,2.7617178,0.0
20419,2017-02-04T12:30:00Z,04 Feb 12:30,Joel_Campbell,Chelsea,Arsenal,Hull,0.08531788,0.0
24272,2017-09-23T14:00:00Z,23 Sep 15:00,Jefferson_Montero,Watford,Swansea,West Ham,0.16576481,0.0
23479,2017-12-16T12:30:00Z,16 Dec 12:30,Scott_Dann,Leicester,Crystal Palace,Swansea,0.14584458,2.0
9171,2017-02-05T16:00:00Z,05 Feb 16:00,Chris_Smalling,Leicester,Man United,Watford,2.6309488,6.0
30558,2018-02-25T14:05:00Z,25 Feb 14:05,Andreas_Pereira,Chelsea,Man United,Crystal Palace,2.2304034,0.0
43940,2018-01-22T20:00:00Z,22 Jan 20:00,Sadio_Mané,Swansea,Liverpool,Huddersfield,0.9701237,6.0
36882,2018-05-10T18:45:00Z,10 May 19:45,Diafra_Sakho,Man United,West Ham,Southampton,0.0746873,0.0
41073,2018-04-15T12:30:00Z,15 Apr 13:30,Karl_Darlow,Arsenal,Newcastle,Everton,2.8967268,0.0
33564,2017-09-30T11:30:00Z,30 Sep 12:30,Cameron_Carter-Vickers,Huddersfield,Tottenham,Bournemouth,0.50455725,0.0
44034,2017-12-30T17:30:00Z,30 Dec 17:30,Shane_Long,Man United,Southampton,Crystal Palace,0.15583485,6.0
31587,2018-05-06T12:30:00Z,06 May 13:30,Aymeric_Laporte,Huddersfield,Bournemouth,Southampton,1.7838806,7.0
32608,2018-03-03T15:00:00Z,03 Mar 15:00,Josh_Tymon,Southampton,Stoke,Man City,0.059759587,0.0
8083,2016-11-19T15:00:00Z,19 Nov 15:00,Kevin_De Bruyne,Crystal Palace,Man City,Burnley,0.0951134,1.0
10954,2017-03-04T15:00:00Z,04 Mar 15:00,Islam_Slimani,Hull,Leicester,Arsenal,0.09975049,0.0
11339,2016-12-03T15:00:00Z,03 Dec 15:00,Moussa_Sissoko,Swansea,Tottenham,Man United,0.04626879,1.0
44630,2017-12-09T15:00:00Z,09 Dec 15:00,Eric Maxim_Choupo-Moting,Tottenham,Stoke,Burnley,0.13822284,1.0
38267,2017-11-18T15:00:00Z,18 Nov 15:00,Damien_Delaney,Everton,Crystal Palace,Stoke,1.2293184,0.0
30088,2018-03-05T20:00:00Z,05 Mar 20:00,Chung-yong_Lee,Man United,Crystal Palace,Chelsea,2.0012655,1.0
3933,2016-12-10T15:00:00Z,10 Dec 15:00,Tyrone_Mings,Burnley,Bournemouth,Leicester,0.09918401,1.0
19566,2016-08-13T14:00:00Z,13 Aug 15:00,Paulo_Gazzaniga,Watford,Southampton,Man United,2.5409882,0.0
32395,2018-04-07T16:30:00Z,07 Apr 17:30,Romelu_Lukaku,Man City,Man United,West Brom,3.600131,2.0
35796,2017-12-23T15:00:00Z,23 Dec 15:00,Ruben_Loftus-Cheek,Swansea,Crystal Palace,Arsenal,0.10169235,2.0
38081,2017-12-10T16:30:00Z,10 Dec 16:30,Anthony_Martial,Man City,Man United,Bournemouth,3.38935,3.0
33831,2018-04-28T16:30:00Z,28 Apr 17:30,Dujon_Sterling,Swansea,Arsenal,Liverpool,4.2397985,0.0
32881,2018-04-28T14:00:00Z,28 Apr 15:00,Chancel_Mbemba,West Brom,Newcastle,Watford,0.10300079,0.0
10670,2017-01-31T19:45:00Z,31 Jan 19:45,Angel_Rangel,Southampton,Swansea,Man City,2.0008974,0.0
36144,2018-04-07T14:00:00Z,07 Apr 15:00,José_Holebas,Burnley,Watford,Huddersfield,2.6133542,0.0
10674,2017-03-04T15:00:00Z,04 Mar 15:00,Angel_Rangel,Burnley,Swansea,Hull,5.9884214,1.0
35625,2018-01-13T15:00:00Z,13 Jan 15:00,Luka_Milivojevic,Burnley,Crystal Palace,Arsenal,1.4897215,7.0
34295,2017-12-23T15:00:00Z,23 Dec 15:00,Mauro_Zárate,Brighton,Watford,Leicester,0.11546114,0.0
3948,2017-04-01T16:30:00Z,01 Apr 17:30,Tyrone_Mings,Southampton,Bournemouth,Liverpool,2.8539412,0.0
14919,2017-01-03T20:00:00Z,03 Jan 20:00,Brice_Dja Djédjé,Stoke,Watford,Middlesbrough,0.047442704,0.0
39508,2018-04-28T11:30:00Z,28 Apr 12:30,Dominic_Solanke,Stoke,Liverpool,Chelsea,0.62402993,1.0
30130,2018-04-07T16:30:00Z,07 Apr 17:30,Michael_Carrick,Man City,Man United,West Brom,2.2635207,0.0
41067,2018-02-24T15:00:00Z,24 Feb 15:00,Karl_Darlow,Bournemouth,Newcastle,Liverpool,0.16560972,0.0
24607,2018-01-13T15:00:00Z,13 Jan 15:00,Tom_Heaton,Crystal Palace,Burnley,Man United,0.8579152,0.0
16881,2017-05-12T18:45:00Z,12 May 19:45,Juan_Zuñiga,Everton,Watford,Man City,0.23635292,0.0
7970,2016-11-27T16:30:00Z,27 Nov 16:30,Jonathan_Calleri,Man United,West Ham,Arsenal,1.7848845,0.0
42771,2017-08-26T14:00:00Z,26 Aug 15:00,Ayoze_Pérez,West Ham,Newcastle,Swansea,0.03278646,2.0
18480,2016-09-10T14:00:00Z,10 Sep 15:00,Mathieu_Flamini,Middlesbrough,Crystal Palace,Stoke,5.055106,1.0
5159,2017-04-26T18:45:00Z,26 Apr 19:45,John_O'Shea,Middlesbrough,Sunderland,Burnley,2.9527898,7.0
9568,2017-04-27T19:00:00Z,27 Apr 20:00,Oluwatosin_Adarabioyo,Man United,Man City,Sunderland,0.17578438,0.0
14185,2016-08-20T14:00:00Z,20 Aug 15:00,George_Boyd,Liverpool,Burnley,Chelsea,0.8360189,2.0
13109,2016-11-05T15:00:00Z,05 Nov 15:00,Donald_Love,Bournemouth,Sunderland,Hull,1.8760746,1.0
15648,2017-02-05T16:00:00Z,05 Feb 16:00,Nampalys_Mendy,Man United,Leicester,Swansea,0.50656015,0.0
7802,2016-08-13T14:00:00Z,13 Aug 15:00,Steven_Davis,Watford,Southampton,Man United,1.3772807,2.0
11753,2016-10-15T14:00:00Z,15 Oct 15:00,Raheem_Sterling,Everton,Man City,Southampton,3.269673,2.0
18636,2016-10-15T14:00:00Z,15 Oct 15:00,Gerard_Deulofeu,Man City,Everton,Burnley,0.13424745,1.0
29053,2017-10-01T15:30:00Z,01 Oct 16:30,Florian_Lejeune,Liverpool,Newcastle,Southampton,2.2707148,1.0
32827,2017-12-26T15:00:00Z,26 Dec 15:00,Jack_Payne,Stoke,Huddersfield,Burnley,1.2847481,0.0
13119,2017-01-14T15:00:00Z,14 Jan 15:00,Donald_Love,Stoke,Sunderland,West Brom,0.11520359,0.0
3691,2016-12-26T12:30:00Z,26 Dec 12:30,Connor_Wickham,Watford,Crystal Palace,Arsenal,1.2531459,0.0
40117,2017-11-19T16:00:00Z,19 Nov 16:00,Brandon_Mason,West Ham,Watford,Newcastle,0.05412194,0.0
3049,2017-01-21T15:00:00Z,21 Jan 15:00,Adrian_Mariappa,Bournemouth,Watford,Arsenal,2.2245028,0.0
35161,2018-01-02T19:45:00Z,02 Jan 19:45,Federico_Fernández,Tottenham,Swansea,Newcastle,4.2181797,0.0
16486,2016-12-31T15:00:00Z,31 Dec 15:00,Fraser_Forster,West Brom,Southampton,Everton,2.1735058,2.0
9499,2016-12-31T15:00:00Z,31 Dec 15:00,Diego_Da Silva Costa,Stoke,Chelsea,Tottenham,3.3950098,2.0
6928,2017-03-19T12:00:00Z,19 Mar 12:00,Michael_Carrick,Middlesbrough,Man United,West Brom,0.22353804,3.0
35099,2018-04-28T14:00:00Z,28 Apr 15:00,Kane_Wilson,Newcastle,West Brom,Tottenham,2.575307,0.0
25695,2018-01-20T15:00:00Z,20 Jan 15:00,Jakob_Haugaard,Huddersfield,Stoke,Watford,3.7997715,0.0
23520,2018-05-09T19:00:00Z,09 May 20:00,Paulo_Gazzaniga,Newcastle,Tottenham,Chelsea,3.3399053,0.0
5710,2017-02-11T15:00:00Z,11 Feb 15:00,Charlie_Rowan,Man United,Watford,West Ham,0.16202846,0.0
44734,2017-09-24T15:00:00Z,24 Sep 16:00,Aleksandar_Mitrovic,Brighton,Newcastle,Liverpool,2.863818,0.0
36200,2017-11-25T17:30:00Z,25 Nov 17:30,Georginio_Wijnaldum,Chelsea,Liverpool,Stoke,2.0080552,2.0
21194,2017-04-16T15:00:00Z,16 Apr 16:00,James_Wilson,Chelsea,Man United,Burnley,0.23002914,0.0
13395,2016-10-29T14:00:00Z,29 Oct 15:00,Aleksandar_Kolarov,West Brom,Man City,Middlesbrough,2.0648413,2.0
19255,2016-10-01T14:00:00Z,01 Oct 15:00,Pedro_Obiang,Middlesbrough,West Ham,Crystal Palace,0.0906837,3.0
3271,2017-02-04T17:30:00Z,04 Feb 17:30,Vincent_Janssen,Middlesbrough,Tottenham,Liverpool,0.7073054,1.0
44647,2018-04-07T14:00:00Z,07 Apr 15:00,Eric Maxim_Choupo-Moting,Tottenham,Stoke,West Ham,3.5145657,0.0
25034,2018-02-24T15:00:00Z,24 Feb 15:00,Joshua_King,Newcastle,Bournemouth,Leicester,0.47310853,8.0
18966,2017-04-04T18:45:00Z,04 Apr 19:45,Bruno_Martins Indi,Burnley,Stoke,Liverpool,2.1266184,1.0
43979,2017-09-11T19:00:00Z,11 Sep 20:00,Christopher_Schindler,West Ham,Huddersfield,Leicester,3.5053182,1.0
39700,2018-01-14T13:30:00Z,14 Jan 13:30,David_Ospina,Bournemouth,Arsenal,Crystal Palace,0.31182528,0.0
11028,2017-02-11T15:00:00Z,11 Feb 15:00,Joe_Allen,Crystal Palace,Stoke,Tottenham,1.1329713,2.0
7619,2016-10-15T14:00:00Z,15 Oct 15:00,Abel_Hernández,Bournemouth,Hull,Stoke,1.9431735,1.0
37253,2017-12-30T15:00:00Z,30 Dec 15:00,Glen_Johnson,Chelsea,Stoke,Newcastle,2.0117273,0.0
42219,2017-11-26T14:00:00Z,26 Nov 14:00,Charlie_Taylor,Arsenal,Burnley,Bournemouth,4.211648,0.0
2938,2017-01-03T19:45:00Z,03 Jan 19:45,Takuma_Asano,Bournemouth,Arsenal,Swansea,1.9309882,0.0
41696,2017-10-15T12:30:00Z,15 Oct 13:30,Ezequiel_Schelotto,Everton,Brighton,West Ham,0.017771184,1.0
40977,2018-03-10T15:00:00Z,10 Mar 15:00,Joel_Robles,Brighton,Everton,Stoke,1.4482367,0.0
44851,2017-10-21T14:00:00Z,21 Oct 15:00,Adam_Smith,Stoke,Bournemouth,Chelsea,1.3294206,1.0
30397,2017-12-30T15:00:00Z,30 Dec 15:00,Phil_Bardsley,Huddersfield,Burnley,Liverpool,3.283408,1.0
32184,2017-11-04T17:30:00Z,04 Nov 17:30,Pablo_Zabaleta,Liverpool,West Ham,Watford,1.8917428,1.0
10009,2016-11-06T16:30:00Z,06 Nov 16:30,Robert_Huth,West Brom,Leicester,Watford,1.9869028,1.0
6306,2017-05-10T18:45:00Z,10 May 19:45,Damian Emiliano_Martinez,Southampton,Arsenal,Leicester,5.9712024,0.0
5589,2017-05-21T14:00:00Z,21 May 15:00,Hiram_Boateng,Man United,Crystal Palace,0,0.43175656,0.0
28222,2017-09-16T14:00:00Z,16 Sep 15:00,André_Carrillo,Man City,Watford,Swansea,0.095798045,5.0
33846,2018-05-13T14:00:00Z,13 May 15:00,Didier_Ndong,Man United,Brighton,0,2.6631086,0.0
8894,2016-11-26T15:00:00Z,26 Nov 15:00,Leon_Britton,Crystal Palace,Swansea,Tottenham,3.3711667,0.0
15827,2016-11-27T16:30:00Z,27 Nov 16:30,Muhamed_Besic,Southampton,Everton,Man United,3.1967328,0.0
21049,2016-08-27T14:00:00Z,27 Aug 15:00,Harry_Arter,Crystal Palace,Bournemouth,West Brom,0.10018811,3.0
23627,2018-01-20T15:00:00Z,20 Jan 15:00,Aaron_Ramsey,Crystal Palace,Arsenal,Swansea,2.1698782,2.0
600,2016-10-22T14:00:00Z,22 Oct 15:00,Yohan_Benalouane,Crystal Palace,Leicester,Tottenham,2.841218,0.0
812,2016-11-27T16:30:00Z,27 Nov 16:30,Yannick_Bolasie,Southampton,Everton,Man United,0.45403817,2.0
7468,2016-10-22T14:00:00Z,22 Oct 15:00,Leighton_Baines,Burnley,Everton,West Ham,2.8016155,0.0
929,2017-01-01T16:00:00Z,01 Jan 16:00,Jonathan_Benteke,Arsenal,Crystal Palace,Swansea,0.08940855,0.0
9559,2016-12-18T16:00:00Z,18 Dec 16:00,Oluwatosin_Adarabioyo,Arsenal,Man City,Hull,0.76976013,0.0
35599,2018-04-22T12:30:00Z,22 Apr 13:30,Saido_Berahino,Burnley,Stoke,Liverpool,0.39135486,0.0
10605,2017-04-23T13:15:00Z,23 Apr 14:15,Ashley_Young,Burnley,Man United,Swansea,4.0234237,2.0
4771,2016-11-21T20:00:00Z,21 Nov 20:00,Ashley_Barnes,West Brom,Burnley,Man City,0.0076651275,1.0
43700,2018-04-14T11:30:00Z,14 Apr 12:30,Charly_Musonda,Southampton,Chelsea,Huddersfield,2.6712055,0.0
10285,2016-12-10T15:00:00Z,10 Dec 15:00,Geoff_Cameron,Arsenal,Stoke,Southampton,3.313407,0.0
32494,2018-01-15T20:00:00Z,15 Jan 20:00,Xherdan_Shaqiri,Man United,Stoke,Huddersfield,1.9203974,6.0
21281,2017-03-18T15:00:00Z,18 Mar 15:00,Ashley_Westwood,Sunderland,Arsenal,Tottenham,0.7067854,0.0
29390,2018-01-20T12:30:00Z,20 Jan 12:30,David_Luiz Moreira Marinho,Brighton,Chelsea,Bournemouth,4.550795,0.0
37787,2018-02-05T20:00:00Z,05 Feb 20:00,Sebastian_Prödl,Chelsea,Watford,West Ham,0.33186206,0.0
16658,2016-09-10T11:30:00Z,10 Sep 12:30,Bacary_Sagna,Man United,Man City,Bournemouth,0.25181106,6.0
19702,2016-09-18T13:15:00Z,18 Sep 14:15,Ramadan_Sobhi,Crystal Palace,Stoke,West Brom,3.0643427,0.0
36742,2017-09-16T14:00:00Z,16 Sep 15:00,Scott_Malone,Leicester,Huddersfield,Burnley,2.4837294,0.0
1703,2017-02-01T20:00:00Z,01 Feb 20:00,Marcus_Rashford,Hull,Man United,Leicester,3.0571613,2.0
33223,2018-01-03T19:45:00Z,03 Jan 19:45,Gabriel Armando_de Abreu,Chelsea,Arsenal,Bournemouth,2.8574543,0.0
17509,2017-04-29T14:00:00Z,29 Apr 15:00,Shinji_Okazaki,West Brom,Leicester,Watford,0.04176286,2.0
30240,2017-12-09T15:00:00Z,09 Dec 15:00,Jerome_Sinclair,Burnley,Watford,Crystal Palace,1.7104106,0.0
32889,2017-09-23T14:00:00Z,23 Sep 15:00,Jack_Stephens,Man United,Southampton,Stoke,2.0809536,0.0
24192,2017-08-19T14:00:00Z,19 Aug 15:00,Michail_Antonio,Southampton,West Ham,Newcastle,0.15962589,2.0
147,2016-11-19T12:30:00Z,19 Nov 12:30,Marouane_Fellaini,Arsenal,Man United,West Ham,2.2165308,0.0
979,2017-04-05T18:45:00Z,05 Apr 19:45,Gökhan_Töre,Arsenal,West Ham,Swansea,-0.0165596,0.0
15731,2017-04-04T18:45:00Z,04 Apr 19:45,Duncan_Watmore,Leicester,Sunderland,Man United,1.764563,0.0
32014,2018-05-10T18:45:00Z,10 May 19:45,Chris_Smalling,West Ham,Man United,Swansea,0.19973457,6.0
40787,2018-03-10T12:30:00Z,10 Mar 12:30,Sergio_Romero,Liverpool,Man United,West Ham,2.2609735,0.0
13861,2017-01-02T15:00:00Z,02 Jan 15:00,Gaël_Clichy,Burnley,Man City,Everton,6.167362,0.0
14656,2017-01-31T19:45:00Z,31 Jan 19:45,Etienne_Capoue,Arsenal,Watford,Burnley,1.019695,1.0
13143,2016-10-29T14:00:00Z,29 Oct 15:00,Markus_Henriksen,Watford,Hull,Southampton,2.5900724,2.0
35049,2018-01-20T15:00:00Z,20 Jan 15:00,Matthew_Lowton,Man United,Burnley,Newcastle,1.5257884,0.0
21974,2016-08-20T14:00:00Z,20 Aug 15:00,Allan_McGregor,Swansea,Hull,Man United,1.7339464,0.0
